date,team1,team2,city,venue,toss_winner,toss_decision,winner,year,home_team,team1_recent_form,team2_recent_form,team1_h2h_wins,team2_h2h_wins,toss_match_win,target,team1_strength,team2_strength
2016-09-01,England,Pakistan,Leeds,Headingley,Pakistan,bat,England,2016,England,5,1,6,1,0,1,0.5895953757225434,0.5123456790123457
2016-09-04,England,Pakistan,Cardiff,Sophia Gardens,Pakistan,field,Pakistan,2016,England,5,1,7,1,1,0,0.5895953757225434,0.5123456790123457
2016-09-04,Sri Lanka,Australia,Unknown,Pallekele International Cricket Stadium,Sri Lanka,bat,Australia,2016,Sri Lanka,1,4,1,4,0,0,0.41899441340782123,0.5705882352941176
2016-09-10,Scotland,Hong Kong,Edinburgh,"Grange Cricket Club Ground, Raeburn Place",Scotland,bat,Scotland,2016,Neutral,2,1,0,0,1,1,0.5714285714285714,0.38461538461538464
2016-09-25,South Africa,Ireland,Benoni,Willowmoore Park,Ireland,field,South Africa,2016,Neutral,2,1,1,0,0,1,0.5828220858895705,0.4024390243902439
2016-09-27,Australia,Ireland,Benoni,Willowmoore Park,Ireland,bat,Australia,2016,Neutral,4,1,1,0,0,1,0.5705882352941176,0.4024390243902439
2016-09-30,South Africa,Australia,Centurion,SuperSport Park,South Africa,field,South Africa,2016,South Africa,3,4,1,1,1,1,0.5828220858895705,0.5705882352941176
2016-09-30,Pakistan,West Indies,Unknown,Sharjah Cricket Stadium,West Indies,field,Pakistan,2016,Neutral,1,2,0,1,0,1,0.5123456790123457,0.34591194968553457
2016-10-02,Pakistan,West Indies,Unknown,Sharjah Cricket Stadium,Pakistan,bat,Pakistan,2016,Neutral,2,1,1,1,1,1,0.5123456790123457,0.34591194968553457
2016-10-02,South Africa,Australia,Johannesburg,New Wanderers Stadium,Australia,field,South Africa,2016,South Africa,3,4,2,1,0,1,0.5828220858895705,0.5705882352941176
2016-10-05,South Africa,Australia,Durban,Kingsmead,Australia,bat,South Africa,2016,South Africa,4,3,3,1,0,1,0.5828220858895705,0.5705882352941176
2016-10-05,Pakistan,West Indies,Abu Dhabi,Sheikh Zayed Stadium,Pakistan,bat,Pakistan,2016,Neutral,3,1,2,1,1,1,0.5123456790123457,0.34591194968553457
2016-10-07,Bangladesh,England,Mirpur,Shere Bangla National Stadium,England,bat,England,2016,Neutral,5,4,1,0,1,0,0.5107913669064749,0.5895953757225434
2016-10-09,South Africa,Australia,Port Elizabeth,St George's Park,Australia,bat,South Africa,2016,South Africa,4,2,4,1,0,1,0.5828220858895705,0.5705882352941176
2016-10-09,Bangladesh,England,Mirpur,Shere Bangla National Stadium,England,field,Bangladesh,2016,Neutral,4,4,1,1,0,1,0.5107913669064749,0.5895953757225434
2016-10-12,Bangladesh,England,Chittagong,Zahur Ahmed Chowdhury Stadium,England,field,England,2016,Bangladesh,4,3,2,1,1,0,0.5107913669064749,0.5895953757225434
2016-10-12,South Africa,Australia,Cape Town,Newlands,South Africa,bat,South Africa,2016,South Africa,5,1,5,1,1,1,0.5828220858895705,0.5705882352941176
2016-10-16,India,New Zealand,Dharmasala,Himachal Pradesh Cricket Association Stadium,India,field,India,2016,Neutral,4,4,0,0,1,1,0.673469387755102,0.6271186440677966
2016-10-20,India,New Zealand,Delhi,Feroz Shah Kotla,India,field,New Zealand,2016,India,5,3,1,0,0,0,0.673469387755102,0.6271186440677966
2016-10-23,India,New Zealand,Chandigarh,"Punjab Cricket Association Stadium, Mohali",India,field,India,2016,India,4,3,1,1,1,1,0.673469387755102,0.6271186440677966
2016-10-26,India,New Zealand,Ranchi,JSCA International Stadium Complex,New Zealand,bat,New Zealand,2016,Neutral,4,2,2,1,1,0,0.673469387755102,0.6271186440677966
2016-10-29,India,New Zealand,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,bat,India,2016,Neutral,3,3,2,2,1,1,0.673469387755102,0.6271186440677966
2016-11-04,Hong Kong,Papua New Guinea,Hong Kong,"Mission Road Ground, Mong Kok",Hong Kong,bat,Hong Kong,2016,Neutral,1,0,0,0,1,1,0.38461538461538464,0.2
2016-11-06,Hong Kong,Papua New Guinea,Hong Kong,"Mission Road Ground, Mong Kok",Papua New Guinea,bat,Papua New Guinea,2016,Neutral,2,0,1,0,1,0,0.38461538461538464,0.2
2016-11-08,Hong Kong,Papua New Guinea,Hong Kong,"Mission Road Ground, Mong Kok",Papua New Guinea,bat,Hong Kong,2016,Neutral,2,1,1,1,0,1,0.38461538461538464,0.2
2016-11-14,Zimbabwe,Sri Lanka,Unknown,Harare Sports Club,Sri Lanka,field,Sri Lanka,2016,Neutral,0,1,0,0,1,0,0.29357798165137616,0.41899441340782123
2016-11-16,Sri Lanka,West Indies,Unknown,Harare Sports Club,Sri Lanka,field,West Indies,2016,Neutral,2,1,3,0,0,0,0.41899441340782123,0.34591194968553457
2016-11-23,Sri Lanka,West Indies,Bulawayo,Queens Sports Club,West Indies,field,Sri Lanka,2016,Neutral,1,1,3,1,0,1,0.41899441340782123,0.34591194968553457
2016-11-25,Zimbabwe,West Indies,Bulawayo,Queens Sports Club,Zimbabwe,bat,Zimbabwe,2016,Neutral,0,1,0,1,1,1,0.29357798165137616,0.34591194968553457
2016-11-27,Zimbabwe,Sri Lanka,Bulawayo,Queens Sports Club,Zimbabwe,bat,Sri Lanka,2016,Neutral,1,2,0,1,0,0,0.29357798165137616,0.41899441340782123
2016-12-04,Australia,New Zealand,Unknown,Sydney Cricket Ground,Australia,bat,Australia,2016,Australia,0,2,2,3,1,1,0.5705882352941176,0.6271186440677966
2016-12-06,Australia,New Zealand,Canberra,Manuka Oval,New Zealand,field,Australia,2016,Australia,1,2,3,3,0,1,0.5705882352941176,0.6271186440677966
2016-12-09,Australia,New Zealand,Unknown,Melbourne Cricket Ground,Australia,bat,Australia,2016,Australia,2,1,4,3,1,1,0.5705882352941176,0.6271186440677966
2016-12-26,New Zealand,Bangladesh,Christchurch,Hagley Oval,New Zealand,bat,New Zealand,2016,New Zealand,1,3,1,0,1,1,0.6271186440677966,0.5107913669064749
2016-12-29,New Zealand,Bangladesh,Nelson,Saxton Oval,Bangladesh,field,New Zealand,2016,New Zealand,1,2,2,0,0,1,0.6271186440677966,0.5107913669064749
2016-12-31,New Zealand,Bangladesh,Nelson,Saxton Oval,Bangladesh,bat,New Zealand,2016,New Zealand,2,1,3,0,0,1,0.6271186440677966,0.5107913669064749
2017-01-13,Australia,Pakistan,Brisbane,"Brisbane Cricket Ground, Woolloongabba",Australia,bat,Australia,2017,Australia,3,4,1,0,1,1,0.5705882352941176,0.5123456790123457
2017-01-15,India,England,Pune,Maharashtra Cricket Association Stadium,India,field,India,2017,Neutral,3,3,0,2,1,1,0.673469387755102,0.5895953757225434
2017-01-15,Australia,Pakistan,Unknown,Melbourne Cricket Ground,Australia,bat,Pakistan,2017,Australia,4,4,2,0,0,0,0.5705882352941176,0.5123456790123457
2017-01-19,India,England,Cuttack,Barabati Stadium,England,field,India,2017,Neutral,3,2,1,2,0,1,0.673469387755102,0.5895953757225434
2017-01-19,Australia,Pakistan,Perth,Western Australia Cricket Association Ground,Australia,field,Australia,2017,Australia,4,4,2,1,1,1,0.5705882352941176,0.5123456790123457
2017-01-22,Hong Kong,Scotland,Abu Dhabi,Sheikh Zayed Stadium,Hong Kong,field,Hong Kong,2017,Neutral,3,3,0,1,1,1,0.38461538461538464,0.5714285714285714
2017-01-22,India,England,Kolkata,Eden Gardens,India,field,England,2017,India,4,2,2,2,0,0,0.673469387755102,0.5895953757225434
2017-01-22,Australia,Pakistan,Unknown,Sydney Cricket Ground,Australia,bat,Australia,2017,Australia,4,3,3,1,1,1,0.5705882352941176,0.5123456790123457
2017-01-24,United Arab Emirates,Scotland,Unknown,Dubai International Cricket Stadium,Scotland,bat,United Arab Emirates,2017,Neutral,0,3,0,2,0,1,0.3486238532110092,0.5714285714285714
2017-01-26,United Arab Emirates,Hong Kong,Unknown,Dubai International Cricket Stadium,United Arab Emirates,field,United Arab Emirates,2017,Neutral,1,3,0,1,1,1,0.3486238532110092,0.38461538461538464
2017-01-26,Australia,Pakistan,Unknown,Adelaide Oval,Australia,bat,Australia,2017,Australia,4,2,4,1,1,1,0.5705882352941176,0.5123456790123457
2017-01-28,South Africa,Sri Lanka,Port Elizabeth,St George's Park,South Africa,field,South Africa,2017,South Africa,5,3,1,0,1,1,0.5828220858895705,0.41899441340782123
2017-01-30,New Zealand,Australia,Auckland,Eden Park,Australia,field,New Zealand,2017,New Zealand,3,4,3,5,0,1,0.6271186440677966,0.5705882352941176
2017-02-01,South Africa,Sri Lanka,Durban,Kingsmead,Sri Lanka,field,South Africa,2017,South Africa,5,3,2,0,0,1,0.5828220858895705,0.41899441340782123
2017-02-04,South Africa,Sri Lanka,Johannesburg,New Wanderers Stadium,South Africa,field,South Africa,2017,South Africa,5,2,3,0,1,1,0.5828220858895705,0.41899441340782123
2017-02-05,New Zealand,Australia,Hamilton,Seddon Park,New Zealand,bat,New Zealand,2017,New Zealand,4,3,4,5,1,1,0.6271186440677966,0.5705882352941176
2017-02-07,South Africa,Sri Lanka,Cape Town,Newlands,South Africa,bat,South Africa,2017,South Africa,5,2,4,0,1,1,0.5828220858895705,0.41899441340782123
2017-02-10,South Africa,Sri Lanka,Centurion,SuperSport Park,Sri Lanka,field,South Africa,2017,South Africa,5,1,5,0,0,1,0.5828220858895705,0.41899441340782123
2017-02-19,New Zealand,South Africa,Hamilton,Seddon Park,South Africa,field,South Africa,2017,New Zealand,5,5,2,2,1,0,0.6271186440677966,0.5828220858895705
2017-02-22,New Zealand,South Africa,Christchurch,Hagley Oval,South Africa,field,New Zealand,2017,New Zealand,4,5,2,3,0,1,0.6271186440677966,0.5828220858895705
2017-02-25,New Zealand,South Africa,Wellington,Westpac Stadium,South Africa,bat,South Africa,2017,New Zealand,4,4,3,3,1,0,0.6271186440677966,0.5828220858895705
2017-03-01,New Zealand,South Africa,Hamilton,Seddon Park,South Africa,bat,New Zealand,2017,New Zealand,3,4,3,4,0,1,0.6271186440677966,0.5828220858895705
2017-03-02,United Arab Emirates,Ireland,Dubai,ICC Global Cricket Academy,United Arab Emirates,field,Ireland,2017,Neutral,2,1,0,1,0,0,0.3486238532110092,0.4024390243902439
2017-03-03,West Indies,England,Antigua,"Sir Vivian Richards Stadium, North Sound",West Indies,field,England,2017,Neutral,1,2,0,0,0,0,0.34591194968553457,0.5895953757225434
2017-03-04,United Arab Emirates,Ireland,Dubai,ICC Global Cricket Academy,United Arab Emirates,bat,Ireland,2017,Neutral,2,1,0,2,0,0,0.3486238532110092,0.4024390243902439
2017-03-04,New Zealand,South Africa,Auckland,Eden Park,South Africa,field,South Africa,2017,New Zealand,3,3,4,4,1,0,0.6271186440677966,0.5828220858895705
2017-03-05,West Indies,England,Antigua,"Sir Vivian Richards Stadium, North Sound",West Indies,bat,England,2017,Neutral,1,3,0,1,0,0,0.34591194968553457,0.5895953757225434
2017-03-09,West Indies,England,Barbados,"Kensington Oval, Bridgetown",West Indies,field,England,2017,West Indies,1,3,0,2,0,0,0.34591194968553457,0.5895953757225434
2017-03-25,Sri Lanka,Bangladesh,Unknown,Rangiri Dambulla International Stadium,Sri Lanka,field,Bangladesh,2017,Neutral,0,1,1,0,0,0,0.41899441340782123,0.5107913669064749
2017-04-01,Sri Lanka,Bangladesh,Colombo,Sinhalese Sports Club Ground,Bangladesh,field,Sri Lanka,2017,Sri Lanka,0,1,1,1,0,1,0.41899441340782123,0.5107913669064749
2017-04-02,United Arab Emirates,Papua New Guinea,Abu Dhabi,Sheikh Zayed Stadium,Papua New Guinea,bat,Papua New Guinea,2017,Neutral,2,1,0,0,1,0,0.3486238532110092,0.2
2017-04-04,United Arab Emirates,Papua New Guinea,Abu Dhabi,Sheikh Zayed Stadium,United Arab Emirates,bat,United Arab Emirates,2017,Neutral,2,2,0,1,1,1,0.3486238532110092,0.2
2017-04-07,West Indies,Pakistan,Guyana,Providence Stadium,West Indies,field,West Indies,2017,Neutral,0,1,1,3,1,1,0.34591194968553457,0.5123456790123457
2017-04-09,West Indies,Pakistan,Guyana,Providence Stadium,West Indies,field,Pakistan,2017,Neutral,1,1,2,3,0,0,0.34591194968553457,0.5123456790123457
2017-04-11,West Indies,Pakistan,Guyana,Providence Stadium,West Indies,bat,Pakistan,2017,Neutral,1,1,2,4,0,0,0.34591194968553457,0.5123456790123457
2017-05-05,England,Ireland,Bristol,County Ground,Ireland,bat,England,2017,Neutral,4,2,0,0,0,1,0.5895953757225434,0.4024390243902439
2017-05-07,England,Ireland,London,Lord's,Ireland,field,England,2017,England,5,2,1,0,0,1,0.5895953757225434,0.4024390243902439
2017-05-14,Ireland,New Zealand,Dublin,Malahide,Ireland,field,New Zealand,2017,Neutral,2,2,0,0,0,0,0.4024390243902439,0.6271186440677966
2017-05-17,Bangladesh,New Zealand,Dublin,Clontarf Cricket Club Ground,New Zealand,field,New Zealand,2017,Neutral,1,3,0,4,1,0,0.5107913669064749,0.6271186440677966
2017-05-19,Ireland,Bangladesh,Dublin,Malahide,Bangladesh,field,Bangladesh,2017,Neutral,2,1,0,0,1,0,0.4024390243902439,0.5107913669064749
2017-05-21,Ireland,New Zealand,Dublin,Malahide,Ireland,field,New Zealand,2017,Neutral,1,3,0,1,0,0,0.4024390243902439,0.6271186440677966
2017-05-24,England,South Africa,Leeds,Headingley,South Africa,field,England,2017,England,5,3,2,3,0,1,0.5895953757225434,0.5828220858895705
2017-05-24,Bangladesh,New Zealand,Dublin,Clontarf Cricket Club Ground,Bangladesh,field,Bangladesh,2017,Neutral,2,4,0,5,1,1,0.5107913669064749,0.6271186440677966
2017-05-27,England,South Africa,Southampton,The Rose Bowl,South Africa,field,England,2017,Neutral,5,2,3,3,0,1,0.5895953757225434,0.5828220858895705
2017-05-29,England,South Africa,London,Lord's,South Africa,field,South Africa,2017,England,5,2,4,3,1,0,0.5895953757225434,0.5828220858895705
2017-06-01,England,Bangladesh,London,Kennington Oval,England,field,England,2017,England,4,3,2,2,1,1,0.5895953757225434,0.5107913669064749
2017-06-03,South Africa,Sri Lanka,London,Kennington Oval,Sri Lanka,field,South Africa,2017,Neutral,2,1,6,0,0,1,0.5828220858895705,0.41899441340782123
2017-06-04,India,Pakistan,Birmingham,Edgbaston,Pakistan,field,India,2017,Neutral,3,2,1,0,0,1,0.673469387755102,0.5123456790123457
2017-06-06,England,New Zealand,Cardiff,Sophia Gardens,New Zealand,field,England,2017,England,4,3,3,3,0,1,0.5895953757225434,0.6271186440677966
2017-06-07,Pakistan,South Africa,Birmingham,Edgbaston,South Africa,bat,Pakistan,2017,Neutral,2,3,1,0,0,1,0.5123456790123457,0.5828220858895705
2017-06-08,India,Sri Lanka,London,Kennington Oval,Sri Lanka,field,Sri Lanka,2017,Neutral,4,1,0,0,1,0,0.673469387755102,0.41899441340782123
2017-06-09,Bangladesh,New Zealand,Cardiff,Sophia Gardens,New Zealand,bat,Bangladesh,2017,Neutral,2,3,1,5,0,1,0.5107913669064749,0.6271186440677966
2017-06-10,England,Australia,Birmingham,Edgbaston,England,field,England,2017,England,4,3,2,7,1,1,0.5895953757225434,0.5705882352941176
2017-06-11,India,South Africa,London,Kennington Oval,India,field,India,2017,Neutral,3,2,3,3,1,1,0.673469387755102,0.5828220858895705
2017-06-12,Pakistan,Sri Lanka,Cardiff,Sophia Gardens,Pakistan,field,Pakistan,2017,Neutral,3,2,3,2,1,1,0.5123456790123457,0.41899441340782123
2017-06-14,England,Pakistan,Cardiff,Sophia Gardens,Pakistan,field,Pakistan,2017,England,4,4,7,2,1,0,0.5895953757225434,0.5123456790123457
2017-06-15,Scotland,Zimbabwe,Edinburgh,"Grange Cricket Club Ground, Raeburn Place",Scotland,bat,Scotland,2017,Neutral,3,1,0,0,1,1,0.5714285714285714,0.29357798165137616
2017-06-15,Bangladesh,India,Birmingham,Edgbaston,India,field,India,2017,Neutral,3,3,2,2,1,0,0.5107913669064749,0.673469387755102
2017-06-17,Scotland,Zimbabwe,Edinburgh,"Grange Cricket Club Ground, Raeburn Place",Scotland,bat,Zimbabwe,2017,Neutral,3,1,1,0,0,0,0.5714285714285714,0.29357798165137616
2017-06-18,India,Pakistan,London,Kennington Oval,India,field,Pakistan,2017,Neutral,3,4,2,0,0,0,0.673469387755102,0.5123456790123457
2017-06-25,West Indies,India,Trinidad,"Queen's Park Oval, Port of Spain",West Indies,field,India,2017,West Indies,1,3,0,1,0,0,0.34591194968553457,0.673469387755102
2017-06-30,Sri Lanka,Zimbabwe,Unknown,Galle International Stadium,Sri Lanka,bat,Zimbabwe,2017,Sri Lanka,2,2,2,0,0,0,0.41899441340782123,0.29357798165137616
2017-06-30,West Indies,India,Antigua,"Sir Vivian Richards Stadium, North Sound",West Indies,field,India,2017,Neutral,1,3,0,2,0,0,0.34591194968553457,0.673469387755102
2017-07-02,Sri Lanka,Zimbabwe,Unknown,Galle International Stadium,Sri Lanka,field,Sri Lanka,2017,Sri Lanka,2,3,2,1,1,1,0.41899441340782123,0.29357798165137616
2017-07-02,West Indies,India,Antigua,"Sir Vivian Richards Stadium, North Sound",West Indies,bat,West Indies,2017,Neutral,1,4,0,3,1,1,0.34591194968553457,0.673469387755102
2017-07-06,West Indies,India,Jamaica,"Sabina Park, Kingston",West Indies,bat,India,2017,West Indies,1,3,1,3,0,0,0.34591194968553457,0.673469387755102
2017-07-06,Sri Lanka,Zimbabwe,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,field,Sri Lanka,2017,Neutral,2,2,3,1,1,1,0.41899441340782123,0.29357798165137616
2017-07-08,Sri Lanka,Zimbabwe,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,bat,Zimbabwe,2017,Neutral,3,2,4,1,0,0,0.41899441340782123,0.29357798165137616
2017-07-10,Sri Lanka,Zimbabwe,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Zimbabwe,field,Zimbabwe,2017,Neutral,2,3,4,2,1,0,0.41899441340782123,0.29357798165137616
2017-08-20,Sri Lanka,India,Unknown,Rangiri Dambulla International Stadium,India,field,India,2017,Neutral,2,3,1,0,1,0,0.41899441340782123,0.673469387755102
2017-08-24,Sri Lanka,India,Unknown,Pallekele International Cricket Stadium,India,field,India,2017,Sri Lanka,2,4,1,1,1,0,0.41899441340782123,0.673469387755102
2017-08-27,Sri Lanka,India,Unknown,Pallekele International Cricket Stadium,Sri Lanka,bat,India,2017,Sri Lanka,1,4,1,2,0,0,0.41899441340782123,0.673469387755102
2017-08-31,India,Sri Lanka,Colombo,"R.Premadasa Stadium, Khettarama",India,bat,India,2017,Sri Lanka,4,0,3,1,1,1,0.673469387755102,0.41899441340782123
2017-09-03,Sri Lanka,India,Colombo,"R.Premadasa Stadium, Khettarama",Sri Lanka,bat,India,2017,Sri Lanka,0,5,1,4,0,0,0.41899441340782123,0.673469387755102
2017-09-17,India,Australia,Chennai,"MA Chidambaram Stadium, Chepauk",India,bat,India,2017,India,5,2,1,6,1,1,0.673469387755102,0.5705882352941176
2017-09-19,West Indies,England,Manchester,Old Trafford,West Indies,bat,England,2017,England,1,3,0,3,0,0,0.34591194968553457,0.5895953757225434
2017-09-21,India,Australia,Kolkata,Eden Gardens,India,bat,India,2017,India,5,1,2,6,1,1,0.673469387755102,0.5705882352941176
2017-09-24,England,West Indies,Bristol,County Ground,West Indies,field,England,2017,Neutral,4,1,4,0,0,1,0.5895953757225434,0.34591194968553457
2017-09-24,Australia,India,Indore,Holkar Cricket Stadium,Australia,bat,India,2017,Neutral,0,5,6,3,0,0,0.5705882352941176,0.673469387755102
2017-09-27,West Indies,England,London,Kennington Oval,England,field,England,2017,England,1,4,0,5,1,0,0.34591194968553457,0.5895953757225434
2017-09-28,Australia,India,Bengaluru,M.Chinnaswamy Stadium,Australia,bat,Australia,2017,Neutral,0,5,6,4,1,1,0.5705882352941176,0.673469387755102
2017-09-29,West Indies,England,Southampton,The Rose Bowl,England,field,England,2017,Neutral,1,4,0,6,1,0,0.34591194968553457,0.5895953757225434
2017-10-01,Australia,India,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",Australia,bat,India,2017,Neutral,1,4,7,4,0,0,0.5705882352941176,0.673469387755102
2017-10-13,Pakistan,Sri Lanka,Unknown,Dubai International Cricket Stadium,Sri Lanka,field,Pakistan,2017,Neutral,4,0,4,2,0,1,0.5123456790123457,0.41899441340782123
2017-10-15,Bangladesh,South Africa,Kimberley,Diamond Oval,Bangladesh,bat,South Africa,2017,Neutral,3,2,2,1,0,0,0.5107913669064749,0.5828220858895705
2017-10-16,Pakistan,Sri Lanka,Abu Dhabi,Sheikh Zayed Stadium,Pakistan,bat,Pakistan,2017,Neutral,5,0,5,2,1,1,0.5123456790123457,0.41899441340782123
2017-10-18,South Africa,Bangladesh,Paarl,Boland Park,Bangladesh,field,South Africa,2017,Neutral,3,2,2,2,0,1,0.5828220858895705,0.5107913669064749
2017-10-18,Sri Lanka,Pakistan,Abu Dhabi,Sheikh Zayed Stadium,Sri Lanka,bat,Pakistan,2017,Neutral,0,5,2,6,0,0,0.41899441340782123,0.5123456790123457
2017-10-20,Sri Lanka,Pakistan,Unknown,Sharjah Cricket Stadium,Sri Lanka,bat,Pakistan,2017,Neutral,0,5,2,7,0,0,0.41899441340782123,0.5123456790123457
2017-10-22,India,New Zealand,Mumbai,Wankhede Stadium,India,bat,New Zealand,2017,India,4,2,3,2,0,0,0.673469387755102,0.6271186440677966
2017-10-22,South Africa,Bangladesh,East London,Buffalo Park,South Africa,bat,South Africa,2017,South Africa,3,1,3,2,1,1,0.5828220858895705,0.5107913669064749
2017-10-23,Sri Lanka,Pakistan,Unknown,Sharjah Cricket Stadium,Sri Lanka,bat,Pakistan,2017,Neutral,0,5,2,8,0,0,0.41899441340782123,0.5123456790123457
2017-10-25,New Zealand,India,Pune,Maharashtra Cricket Association Stadium,New Zealand,bat,India,2017,Neutral,2,3,3,3,0,0,0.6271186440677966,0.673469387755102
2017-10-29,India,New Zealand,Kanpur,Green Park,New Zealand,field,India,2017,India,3,1,4,3,0,1,0.673469387755102,0.6271186440677966
2017-12-06,Hong Kong,Papua New Guinea,Dubai,ICC Academy,Papua New Guinea,field,Hong Kong,2017,Neutral,3,2,2,1,0,1,0.38461538461538464,0.2
